1	8661,8662,8663,8664,8665,8666,8667,8668
2	8669,8670,8671,8672,8673,8674
3	8675,8676,8677,8671,8678
4	8671,8679,8680,8681,8682
5	8683,8684,8685,8686,8687,8688,8689
6	8690,8691,8692,8693,8694,8671
7	8695,8696,8697,8698,8699,8700
8	8701,8702,8703,8704,8705,8706,8707,8708,8709,8683,8710
9	8711,8712,8713,8714,8715,8716,8717,8718,8719,8720,8721,8722,8723,8724,8725,8671
10	8726,8727,8728,8729,8730
11	8731,8732,8733,8734,8735
12	8736,8737,8738,8739,8740,8671
13	8741,8742,8743,8744,8745
14	8746,8747,8671,8748,8749,8750,8751,8752,8753,8754,8755,8756,8757
15	8758,8759,8760,8761,8762,8763,8764,8765,8766,8767,8768,8769,8770,8771,8772,8773
16	8774,8775,8776,8736,8777,8778,8779,8780,8781,8782,8783,8784,8785,8786,8787,8788,8789,8790,8791,8792,8793,8794
17	8795,8796,8671,8797,8798,8799,8800,8801,8802,8803,8804,8805,8806,8807
18	8808,8809,8810,8671,8811
19	8812,8813,8814,8815,8811,8816,8671,8817,8735,8818,8819,8673,8729,8703,8820,8821,8822,8708,8823,8824,8825,8826,8827,8828,8829,8830,8831,8832,8833,8834
20	8835,8836,8837,8838,8839,8840,8841,8842,8843,8844,8845,8846
21	8671,8847,8848,8849,8850,8851
22	8852,8853,8854,8671,8735,8774,8855,8856
23	8857,8858,8859,8860,8671,8673,8735,8861,8862,8863,8864,8865,8866,8867,8868,8869,8870
24	8671,8871,8872,8873,8874,8875,8735,8876,8877,8878
25	8671,8734,8673,8735,8841,8879
26	8671,8811,8735,8880,8734,8881
27	8882,8671,8883,8884,8735
28	8885,8886,8887,8888,8889
29	8890,8891,8892,8893,8894,8895,8896,8897,8898,8899,8671
30	8900,8901,8902,8903,8904,8905,8906,8907,8908
31	8909,8910,8911,8912,8913,8914,8671,8822
32	8671,8915,8916,8917,8918,8919
33	8780,8920,8921,8922,8923,8924,8925,8926,8927,8928,8929,8671
34	8671,8930,8931,8932,8933,8934
35	8671,8935,8936,8937,8938,8939,8940,8941,8942,8943
36	8944,8797,8945,8946,8947,8671
37	8671,8948,8949,8950,8951,8899,8952
38	8953,8922,8954,8955,8956
39	8957,8958,8959,8960,8961,8962,8671,8963,8964
40	8965,8671,8966,8967,8968,8969,8970,8971
41	8972,8973,8974,8975,8976
42	8671,8809,8977,8978,8979,8980
43	8981,8982,8983,8984,8985
44	8986,8987,8988,8989,8734,8671,8990,8991
45	8992,8993,8994,8995,8671,8996
46	8997,8998,8999,8671,9000
47	9001,9002,9003,8671,9004
48	9005,9006,9007,8671,9008,9009,9010,9011,9012
49	8671,9013,9014,9015,9016,9017
50	9018,9019,9020,9021,9022,8671
51	8671,9023,9024,9025,9026,9027
52	9028,9029,9030,9031,8671
53	9032,9033,9034,9035,8671
54	8840,8767,9036,9037,9038,8671,8677,9039
55	9040,9041,9042,9043,9044
56	9045,9035,8765,9046,9047
57	9048,8900,9049,9050,9051,9052,9053,9054,9055,9056,9057,9058
58	9059,9060,9061,9062,9063,9064
59	9065,9048,9066,9067,9068,9069,9070,9071,9072,9073,9074,9075,9076,9077,9078,9079
60	9080,9081,9082,9083,9084,9085,9086,9087,9048
61	9088,9048,9089,9090,9091,9092,9093
62	9094,9095,9096,9097,9098
63	9099,9100,9048,9101,9102,9103
64	8886,9104,9105,9106,9107,9024,9048,9108
65	9109,9110,9111,9112,8899,9113
66	9114,9115,9116,9048,9117,9006
67	9118,9119,9120,9121,9122,9123,9124,9125,9126,9127,9128,9129,9130,9131,9132,9133,9134,9135,9136,8818,9137
68	9048,9138,9139,9140,9141
69	9048,9142,9143,9144,9145,9146,9147
70	9048,9148,9149,9150,8732,8886,9091,9151,9152,9153,9154,9155,9156,9157,9158,9159,9160,9161,9162,9163,9164,9165,9166,8987,9167,9168
71	9169,9170,9035,9171,9172,9173
72	9174,9175,9176,9177,9178
73	9179,8817,9180,9181,9182
74	9183,9048,9184,9185,9186,9187
75	9048,9188,9189,9190,9191,9192
76	9193,9194,9195,9196,9197,9198,9199,9200,9201,9202,9048,9203,9204,9205,9206,9207
77	9208,9209,9210,9211,9212
78	9048,9213,9214,9215,9216,9217,9218,9219
79	9220,9221,9222,9223,9224,9225,9226,9014
80	9227,9228,9229,9230,9231,9232,9233,9234,9235,9236,9237,9238
81	9239,9240,9241,9242,9243,9244,9245,9246,9247,9248,9249,9250,9251,9252,9253,9254,9207,9255,9256
82	9257,9258,9259,9260,9261,9069,9262,9263,9264,9265
83	9266,9267,9268,9269,9270,9271,9048
84	9272,9173,9273,9274,9275
85	9276,9048,9277,8743,9278,9279
86	9280,9281,9282,9283,9284,9285
87	8900,9286,9287,9288,9289
88	9290,9291,9292,9293,9048,9294,9295,9296
89	9297,9298,9299,9300,9301
90	9302,9303,9304,9305,9306,9116,9307,9308,9309
91	9310,9048,9093,9311,9312,9313,9314,9315,9316,9317,9318,9319
92	9320,9321,9322,9189,9323,9324,9325,9048
93	9326,9327,9328,8953,9329,9330,9331
94	9048,9332,9333,9334,9335,9225,9336,9337,9338,9339,9340,9091,9341,9342
95	9343,9344,9345,9346,9347
96	9348,8915,9333,9349,9048
97	9350,9048,9351,9352,9353,9354
98	9355,9048,9356,9357,9358
99	9359,9360,9361,9335,9362
100	9363,9364,9365,9366,9367,9368,9369
101	9048,9370,9371,9277,9372
102	9373,9374,9375,9155,9376,9377,9048
103	9048,9378,9379,9380,9080
104	9381,9382,9383,9384,9385,9246
105	9386,9387,9388,9389,9237,9390,9391,9392
106	9048,9393,9394,9395,9396
107	9397,9398,9399,9048,9400,9401
108	9402,9403,9404,9367,9405,9406,9407,9408,9409,9145
109	9048,9410,9411,9412,9413,9414
110	9415,9416,9048,9417,9418
111	9419,9420,9059,9421,9422,9423
112	8763,9340,9424,9425,9426,9427,9428,9429,9430,9431,9432,9048,9147,9433,9434,9435,9050,9436,9437
113	9438,9439,9440,9441,9442,8949,9379,9443
114	9444,9445,9446,9447,9448
115	9048,9449,9450,9451,9452,9453,9454
116	9455,9456,9048,9457,9458,9459
117	9048,9460,9461,9462,9463,9464,9465
118	9466,9467,9468,9469,9470,9471,9048,9472
119	9048,9473,9474,9475,9476,9477,9478,9479
120	9048,9480,9481,9482,9483,9484,9156,9485,8907
121	9486,9396,9487,9488,9489,9490
122	9491,9048,9492,9493,9494,9495,9059,9496
123	9497,9048,9498,9499,9500
124	9501,9502,9503,9048,8981,9504
125	9505,9506,9507,9508,9509,9510,9511
126	9048,9512,9513,9514,9515,9455,9516
127	9517,8952,9518,9519,9520
128	9026,9048,9521,9522,9523,9524
129	9525,9048,9396,9526,9527,9528,9529,9530,8949,9531,9532,8751,9533,9534,9535,9536,9537
130	9538,9539,9540,9541,9048,9542
131	9543,9048,9544,8781,9545
132	9546,9547,8673,9548,9549,9550
133	9551,9552,9553,9554,9555,9556
134	9557,9558,9559,9560,9561
135	9048,9562,9563,9564,9565
136	9557,9048,9566,9567,9568
137	9569,9570,9571,9048,9572,9403
138	9573,9574,8779,9575,9576,9577,9048
139	9578,9579,9580,9581,9048
140	9582,9583,9584,9186,9585
141	9048,9586,9288,9456,9587,9588,9589,9590
142	8698,9591,9592,9593,9594,9595
143	9048,9596,9597,9598,9599,9600,9601,9602,9603
144	9413,9604,9605,9606,9607,9608,9609
145	9610,9611,9048,9612,9613,9614,9615,9616,9617
146	9477,9134,9618,9619,9620,8858,9621
147	9622,9048,9623,9624,9357,9625,9626,9627
148	9628,9629,9630,9599,9631,9632
149	9633,9048,9052,9634,9635,9050
150	9636,9637,9048,9341,9638,9639,9462,9640,9641,9642,9643,9644,9645,9646,9647,9648
151	9487,9649,9048,9650,9651,9652
152	9653,9654,9655,9656,9657
153	9658,9659,9660,9661,9662
154	9663,9048,9649,9664,9665,8736,9666
155	9667,9668,9669,9012,9670,9671
156	9672,9673,9674,9675,9676,9677,9678,9679,9680,9681,9682,9683,9048
157	9684,9112,8830,8981,9685,9686
158	9687,9400,9688,8677,9689,9690
159	9691,9684,9692,9693,9694,9695,9696,9697,9698,9699,9700,9701,9702,9703,9704
160	9705,9706,9707,9708,9709,9710
161	9684,9400,9711,9712,9713,9714
162	8951,9715,9716,9717,9718,9719,9720,9721
163	9441,9486,9722,9723,9684
164	9035,9724,9725,9726,9343
165	9684,9727,9728,9729,9730,9731
166	9732,9027,9733,9734,9735
167	9736,9737,9738,9739,9740,9741,9742
168	9743,9744,9745,9746,9747,9748,9749
169	9750,9112,9751,9752,9753
170	9754,9755,9756,9750,9757,9758
171	9759,9750,9530,9760,9761,9762,9441,9763,9403
172	9764,9765,9766,9767,9768,9750,9769,9770,9771,9772,9773
173	9750,9774,9775,9776,9552,9551,9777,9778,9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791
174	9792,9793,9794,9795,9796,9797,8736,9798,9799
175	9711,9713,9800,9314,9801,8680
176	9802,9803,9750,9804,9805,9806,9807,9808
177	9809,9810,9811,9812,9813,9814
178	9815,9035,9816,9817,9818,9819,9162,9820,9821,9750,9822
179	9823,9824,9825,9826,9827,9350
180	9750,9828,9829,8970,8992,9152,9830,9831,9832,9833,9834,9835,9836,9837,9838
181	9487,9839,9643,9750,9840,9841,9842,9843,9844
182	9845,9846,9847,9848,9750,9849,8667,9850,9851,9852,9853,9854,9855,9856,9857,9858,9859
183	9750,9350,9860,9861,9862
184	9863,9864,9711,9750,9851,9167,9865
185	9866,9750,9867,9868,8736,9869,9870
186	9750,9441,9871,9410,9872,9873
187	9750,9874,9723,9875,9876,9877,9878,9879,9880,9881
188	8795,9882,9883,9884,9885,9886,9887,9093,9888
189	9889,9890,9891,9892,9893,9894,9895,9896
190	9897,9750,9845,9898,9899,9900
191	8917,9901,9902,9903,9904
192	9905,9906,9907,9908,9909,8753
193	9910,9750,9911,9912,9913
194	9410,9914,9915,9750,9857,9916
195	9750,9917,9918,9919,9920,9921,9922,9923
196	9924,9925,9926,9927,9928,9929,9930
197	9931,9932,9933,9934,9935,9936,9750,9937
198	9938,9939,8836,9940,9941,9942,9943,9944
199	9945,9750,9714,9946,9947,9948,9949,9950,9951
200	9750,9952,9035,9400,9953
201	9954,9955,9956,9957,9958,9959,9960
202	9059,9961,9750,8922,9962
203	9750,8736,9963,9964,9965,9966
204	9967,9968,9969,9970,9971
205	9972,9750,9809,9894,9973,9974,9975
206	9976,9977,9978,9979,9713,9750,9980,9981,9982,9983,9984
207	9985,9986,9987,9988,9989,9990,9991,9992,9993,9556,9994,9995,9996,9997,9998,9999,10000
208	9750,10001,10002,8677,10003,10004
209	9750,10005,8817,10006,10007,10008,10009,10010
210	10011,10012,10013,10014,10015,10016,10017,9134,10018,10019
211	10020,10021,10022,9750,10023,10024,10025
212	10026,10027,10028,10029,10030,9750
213	9948,9750,9045,10031,10032,10033,10034
214	9750,10035,8986,10036,10037,10038,10039,9146
215	10040,10041,9750,10042,10043,10044
216	10045,10046,9750,9747,10047
217	10048,10049,8981,10050,10051
218	9750,10052,10053,9368,10054,10055,10056,10057,10058
219	9750,9231,10059,10060,10061,10062,10063
220	10064,10065,10066,10067,10068
221	10069,10070,10071,10072,10073,10074
222	9750,9233,9463,9488,10075,10076,10077,10078,9855,10079,10080
223	10081,10082,10083,9750,10084,10085,10086
224	10087,10088,10089,9750,10090,10091,10092,10093,10094,10095,10096
225	9750,9050,10097,10045,10098,10099,10100,10101
226	10102,10103,10104,10105,9750,10106
227	10107,10108,9845,10109,10110,10111,9750,10112
228	9750,10113,10114,10115,10116
229	9045,9156,10117,10118,9750
230	9750,10119,10120,10121,9055,9774,10122
231	9750,10123,10119,10124,10125
232	10126,8792,10127,10128,9311
233	9750,9286,10129,10130,10131,10132
234	10133,10134,10135,9750,9390,10136
235	10137,10138,9750,9181,10139
236	10140,9750,9979,10141,10142
237	9750,9264,10143,10144,10145,10146
238	10147,10148,10149,10150,10151,10152,10153
239	10154,10155,10156,10157,10158,10159,10160,10161,10162,10163,10164
240	9750,9233,10165,10166,10167,10168,10169
241	9750,9948,10170,10171,10172,10173
242	9750,10174,10133,8745,10175,10176
243	10177,10178,10179,10180,10181,10182
244	10183,9750,9864,10184,9809
245	10185,9750,10186,10187,10188,10189,10190
246	9655,10191,10192,10193,10194,9973,10195,10196,10197,10198,9056,10199
247	10200,10201,10202,10203,10204,10205,10206
248	10207,10208,10209,10210,10211,10212,10213,10214,10215,10216,10217,10218,10219,9057,10220,9740,10221,10222,10223
249	10224,10225,10226,10227,10228
250	10229,10230,10219,10231,9739,10232,10233
251	10234,10235,10236,10237,10238
252	8680,9120,10239,10240,9963,10241
253	10242,10214,10243,9874,10244,10245
254	10246,9473,10240,10196,9769,10247
255	10190,10248,10214,10249,9736,10250,9031,10251,10252
256	9120,8840,10253,10254,10255,10240,8677,10256,10257,10258,10259,10260,10261,9700,9769
257	10262,10263,10195,10194,10264,10265,10214
258	10266,10267,10268,10269,10270
259	10271,10272,10273,10274,10275,10276,10277
260	10278,9050,10279,10280,10281
261	10282,10283,10284,10285,10286,10287,10213,10288
262	10289,10240,10290,10291,10262,9332
263	8908,10292,10293,10294,10295,10296,10297,10298
264	10240,10299,10300,10301,10283,10151
265	10302,10303,10304,10305,10306
266	10307,10308,10309,9708,10310,10311
267	10240,9059,10312,10313,10314,10315,10316,10317
268	10318,10319,10320,10234,10321
269	10322,10323,10324,10325,10240,10189,10326,10327
270	10328,10329,10330,10331,10332,10333
271	10334,10335,9702,10336,10337
272	10338,10339,10340,10341,10342
273	10343,10344,10240,10345,10346,10347,9769,10348,10349,10350
274	10351,10209,9463,10208,10352,10353,10354,10355,9031,8675,10356,10357,9826
275	9827,10358,10359,10303,10360,10361,10362,10363,10364
276	9045,10365,10240,10366,10189
277	10367,10368,10369,10370,9390,10371
278	10372,10373,10374,10375,9632,10240
279	10353,10291,10376,10377,10378,10379,10380,10381
280	10382,10332,10358,10383,10384
281	10385,9342,10386,9035,10387,10388
282	10389,10390,10391,10392,10393
283	10210,10394,10395,10396,10397,10398
284	9821,10240,10399,9769,10400,10401,10402
285	10403,10404,10405,10240,10406,10407
286	10408,10081,10409,10410,10240,9440,10411,10412,10413,10414
287	10192,10415,9705,10416,10417
288	10418,10419,10240,10410,10291
289	10420,9827,10421,10422,10423,10424,10425
290	10426,10427,10421,10428,10429
291	10370,10430,10431,10432,10194
292	10303,10433,10434,10435,10436,10425
293	10283,10437,10381,10438,10439
294	10440,10441,10365,10442,10144,10240
295	10348,10443,10444,10445,10446
296	10447,9089,10448,10151,9463
297	10449,10450,10451,10452,10453,10454
298	10139,10455,10456,9332,10457,10458,8959,10459,10460,9037,10461,10462,10463,10464,10465,10466
299	8677,8951,10467,10151,10468,9134,9905,10469,10470,10471,8915,10472,10473,10474,10475,10476,10477,10478,10479
300	10480,10151,10481,10214,10482,10483,10417
301	9826,10484,10485,10486,10425
302	10487,10151,10488,10489,10490,10491,10214
303	10164,10492,10493,10494,10495,10151,10496,10497,10498
304	9019,10302,10499,10500,10501,10214,10319,10502,10244,10503,10504,10505
305	10506,10507,10508,10151,10214,10509
306	10151,9851,10510,10511,10512
307	10151,9851,9014,10513,9922
308	10151,10514,10515,10516,10517
309	10151,10518,10519,10520,10521,10522,10523,10524,10525,10526
310	10527,10148,10415,10151,10528
311	10529,10530,10531,10223,10532,10533
312	10151,10534,10535,10536,10537
313	10506,10190,10538,10151,10539
314	10540,10151,10541,10542,10543,10544
315	10005,9186,10151,10545,10546
316	10547,10548,10549,9670,10550
317	10353,10151,10551,9530,10445,10552,10553,10554,10162,10555
318	10556,10557,10558,10559,10560
319	10561,10151,10562,10563,10564
320	10565,10566,10567,10568,10569,10570,8958,10571,10572
321	10573,10574,10575,10300,10290
322	10411,10151,10576,10577,10578,10579,10580,10581,10582,10583
323	9824,10427,10584,10363,10585,10586,10587
324	10588,10589,10590,10591,10592,9441,10593,10594,10595,10596,10109,10597,10598,10599,10005,10600,10151,9134,9469,10601
325	10602,8915,10603,10604,10605
326	10151,10606,10607,9410,10608
327	9027,10609,10610,10151,10611
328	10612,10151,10613,10614,10615,10616
329	10617,10618,10619,10620,10621,10622,10151,10623,10624,10625,10626,10627
