1	24163,35778,1608,521,32812,13551,594,21036,33030,197
2	148,462,10745,29199,9653,35779,10151,244,300,219,589,266,885,481,11312,10208,10381,588,14343
3	3501,24458,16710,256,9012,244,18254,2752,11996
4	14949,594,236,9670,11345,520,10015,35780,15204,19106,10399
5	10576,15137,226,108,26240,239,10350,258
6	515,16577,16538,25000,32093,28211,20132,7856,35781,1083,8667,1112,710,12117,19762,212,759
7	16089,34730,11173,1618,10015,1232,4161,2120,15267,316,299,11716,22373,10441,35591,4197
8	27513,35782,10399,30817,3095,239,27050,4132,10668,10325,256,210,148,147,11987,10487,3755,4180,10327,10412,9892
9	517,25046,1677,26594,35783,25285,317
10	594,35784,249,322,587,10187,196,30179,239,155,47
11	653,540,20156,9293,9691
12	519,215,27511,193,14826,19088,197,10324,20777
13	47,35785,690,148,147,26765,149,35786,10134,10371,10657
14	16379,23622,4013,5201,30463,5136,1182,3950,5137,5257,2209,10571,14707
15	2847,9472,1836,1936,16846,26187,171,1578,11714,11271,33422,258
16	13307,12550,256,148,147,761,4615,10370,149,9755,16980,151,384,230,1344,5140,707,21630,11270,15355,7857,5279,25396,3450,994,3615,3513,13385,34084,118
17	3415,4501,5327,5334,956,3559,5358,3682,35787,12635,11537,5415,14329,33032,3768,2277,100,5411
18	1601,14169,522,236,523,10343,31144,102,103,9215,193,108,226,23635,10240,10399,20720,32568,17581,24036,17911,14333,19881,10412,16049,20975,16647,10108
19	12248,23264,18996,4595,28008,19740,649,33041,12987,13523,148,7858,257,31796,256,210,16710,147,11102,14369,15606,2721,15773,14218,115,13089,149,35367,25150,12617,17519,10932,9544,31391,10285,17802,17828,244,2367,9051,23859,19355,4705,22066,230,323,151,384,13799,11453,19934,9409,116,2206,939,19372,12961,675
20	212,630,34121,33032,10143
21	15204,257,210,9769,35590,8915
22	932,1789,17345,35788,21295,5631,17491,10633,28578
23	10184,2320,630,18273,234,34875,29558,595,522,236
24	196,35789,10281,253,7859,29496,10345,12815,5630,33447,147,7860,256,7861,7862
25	627,10936,14,541,16,205,207,12122,1624,9400,10961,17898
26	14919,9087,1566,317,214,3392,236,101,3427,10343,175,26310,107,55,587,29,195,10324,10144
27	253,1909,10255,12319,11167,10412,1667,258,256,11127,14214,210,148,11104,149,4386,10283,22133
28	3388,9404,16160,18647,153,104,236,3122,1634
29	4741,204,25367,15433,9830,13106,5584,1505,289,4218,25791,12617,19331,32053,20991,33637,12852,30925,7863,2205,2414,8935,3312
30	212,1508,17037,7864,11685,9586,27848,12635,35790,317,29554,214,13525,10136
31	108,10187,196,31563,155,10325,17248,21352,18870,258,30179,12030,27746,148,10494,210,10864,10817
32	257,256,258,15178,78,149,151,230,119,589,10379,32366,384
33	18187,27462,32580,18122,4868,15139,1282,32099,9296,11972,31154,11358,2020,14009,19830,32052,23515,33813,483,5791,2560,13954,2333,6271,1997,5539,6278,3715,20786,14123,7865,10971,7866,7867,35791,23799,2204,35792
34	18386,25621,9107,33416,23881,14939,1924,28561,10153,5949,7868,6273,4120,6199,27986,13489,6084,18546,5349,9696,7869,23356,17828,2194,10123,2140,9324,28730,956,3559,5358,3682,14112,10129,29122,7870,29173,4186,6287,25431,1112,888,9258,23217,8944,2684,2033,1678,2076,6237,2874,4225,424,11453,11630,2970,7871,2831,2682,3188,3599,1505,289,1287,2617,5831,5943,5108,1508,5836,28285,9704,2057,5600,3783,7872,4061,683
35	6230,6276,477,1638,742,3461,7873,6178,1149,35778,6299,9729,5902,521,5670,7874,4245,30918,2206,24609,15602,15879,850,20460,7875,3787,4236,4202,15314,35793,19048,309,3561,30527,20588,6292,1266,310,3324
36	546,6070,14943,154,2423,3442,7876,16598,715,14934,9051,21760,3557,7877,22660,13799,19355,3664,32908,4153,3558,25119,6259,239,155,47,4057,845,1855,257,258,5489,7878,7858,242,3104,1158,20842,323,646,6291,25638,148,210,16710,147,13089,149,7879,2388,2681,3789,7880
37	12384,27940,7881,561,9400,8917,14170,749,2071
38	1113,2277,9279,33293,11647,3755,3424,35749,16042
39	33447,25035,20438,33054,239,258,5873,241,210,148,147,9350,12683,149,10050,9705
40	16404,10399,239,47,255,155,2725,256,1577,258,148,7862,7882,210,10412,147,10487,149
41	1664,2648,7883,6584,12866,10971,5453,4053,1661,5538,3420,7884,6620,4396,22484,11188,34723,14170,10633,212,16072,1936
42	23384,16227,14785,15053,21555,30252,9995,12772,35721,354,4941,11434,13010,7885,10143
43	30527,7886,11563,30649,21849,21145,16428,30140,4739,6580,12203,34473,10399,31095,16621,15243,258,1630,210,15370
44	11347,108,6415,226,1578,258,6659,4221,255,28873,501,146,241,10694,9769
45	30069,47,239,381,240,258,256,35778,148,210,149,9733,10745,25819,244,150
46	595,194,214,108,237,101,30389,10404,19103,146,238
47	1053,28335,29964,3779,6236,11972,25030,541,2764,18,2708,207
48	1438,21875,9691,9486,212
49	689,615,14782,196,258,148,7887,10189,210,114,9769,10370,11372,22133,244,220,23630,265,31758,501,19276,27730,34162
50	1436,4484,12110,899,8716,625,1974,26664,627,16771,541,17,18,27959,542
51	645,9732,9750,317,354,214,30460
52	23624,11101,689,11704,18930,239,527,18813,256,12904,148,2829,33322,10400,149,28235,24376
53	34384,10164,9733,241,120,1668,10189,10494,210,148,10487,262,10327,149
54	16771,6953,3748,9962,14018,1624
55	4974,6951,18231,23174,12508,519,522
56	972,3557,5528,2826,13106,5720,10399,1909,5895,9733,226,1667,26225,23985,638,29481,11057,33155,149,941,27885,9656,9050,22086
